"game","canonicalGameId","commentId","url","postUrl","publishedAt","status","sourceVerifiedAt","published"
"Hogwarts Legacy","steam_990080","22705900","https://dtf.ru/games/1629648-igroki-nashli-dva-sposoba-ispravit-podtormazhivaniya-v-hogwarts-legacy-na-pk?comment=22705900","https://dtf.ru/games/1629648-igroki-nashli-dva-sposoba-ispravit-podtormazhivaniya-v-hogwarts-legacy-na-pk","2023-02-13T15:59:59.000Z","verified","2026-07-24","false"
"Grand Theft Auto V Legacy","steam_271590","33633081","https://dtf.ru/gta/2370812-ign-sostavil-reiting-luchshih-chastei-grand-theft-auto-gta-v-na-pervom-meste?comment=33633081","https://dtf.ru/gta/2370812-ign-sostavil-reiting-luchshih-chastei-grand-theft-auto-gta-v-na-pervom-meste","2023-12-24T15:52:42.000Z","verified","2026-07-24","true"
"Grand Theft Auto V Legacy","steam_271590","32872015","https://dtf.ru/gta/2322035-rockstar-predstavila-gta-vi-pervyi-treiler?comment=32872015","https://dtf.ru/gta/2322035-rockstar-predstavila-gta-vi-pervyi-treiler","2023-12-05T01:58:10.000Z","verified","2026-07-24","true"
"Grand Theft Auto V Legacy","steam_271590","32869122","https://dtf.ru/gta/2322035-rockstar-predstavila-gta-vi-pervyi-treiler?comment=32869122","https://dtf.ru/gta/2322035-rockstar-predstavila-gta-vi-pervyi-treiler","2023-12-04T23:40:52.000Z","verified","2026-07-24","true"
"Grand Theft Auto V Legacy","steam_271590","32869127","https://dtf.ru/gta/2322035-rockstar-predstavila-gta-vi-pervyi-treiler?comment=32869127","https://dtf.ru/gta/2322035-rockstar-predstavila-gta-vi-pervyi-treiler","2023-12-04T23:40:58.000Z","verified","2026-07-24","true"
"Grand Theft Auto V Legacy","steam_271590","49487001","https://dtf.ru/games/3613808-obnovlennaya-gta-v-startovala-so-smeshannyh-otzyvov-v-steam?comment=49487001","https://dtf.ru/games/3613808-obnovlennaya-gta-v-startovala-so-smeshannyh-otzyvov-v-steam","2025-03-05T08:09:45.000Z","verified","2026-07-24","true"
"Grand Theft Auto V Legacy","steam_271590","33632847","https://dtf.ru/gta/2370812-ign-sostavil-reiting-luchshih-chastei-grand-theft-auto-gta-v-na-pervom-meste?comment=33632847","https://dtf.ru/gta/2370812-ign-sostavil-reiting-luchshih-chastei-grand-theft-auto-gta-v-na-pervom-meste","2023-12-24T15:45:48.000Z","verified","2026-07-24","true"
"Grand Theft Auto V Legacy","steam_271590","49491307","https://dtf.ru/games/3613808-obnovlennaya-gta-v-startovala-so-smeshannyh-otzyvov-v-steam?comment=49491307","https://dtf.ru/games/3613808-obnovlennaya-gta-v-startovala-so-smeshannyh-otzyvov-v-steam","2025-03-05T10:21:31.000Z","verified","2026-07-24","false"
"Grand Theft Auto V Legacy","steam_271590","42158921","https://dtf.ru/games/2928549-pereproshel-gta-v-v-2024-godu?comment=42158921","https://dtf.ru/games/2928549-pereproshel-gta-v-v-2024-godu","2024-08-21T07:15:42.000Z","verified","2026-07-24","false"
"Grand Theft Auto V Legacy","steam_271590","42158393","https://dtf.ru/games/2928549-pereproshel-gta-v-v-2024-godu?comment=42158393","https://dtf.ru/games/2928549-pereproshel-gta-v-v-2024-godu","2024-08-21T07:01:38.000Z","verified","2026-07-24","false"
"Helldivers 2","steam_553850","41439201","https://dtf.ru/gameindustry/2867807-vk-play-nachal-prodavat-steam-klyuchi-dlya-igr?comment=41439201","https://dtf.ru/gameindustry/2867807-vk-play-nachal-prodavat-steam-klyuchi-dlya-igr","2024-08-01T14:00:52.000Z","verified","2026-07-24","true"
"Helldivers 2","steam_553850","46974535","https://dtf.ru/games/3313141-igra-goda-4-mesto-helldivers-2?comment=46974535","https://dtf.ru/games/3313141-igra-goda-4-mesto-helldivers-2","2024-12-25T09:51:18.000Z","verified","2026-07-24","true"
"Helldivers 2","steam_553850","36555585","https://dtf.ru/games/2539219-avtorov-helldivers-2-raskritikovali-za-vyskazyvanie-odnogo-iz-razrabotchikov-on-negativno-otreagiroval-na-zamechaniya-igrokov?comment=36555585","https://dtf.ru/games/2539219-avtorov-helldivers-2-raskritikovali-za-vyskazyvanie-odnogo-iz-razrabotchikov-on-negativno-otreagiroval-na-zamechaniya-igrokov","2024-03-07T15:36:34.000Z","verified","2026-07-24","true"
"Helldivers 2","steam_553850","35612505","https://dtf.ru/gameindustry/2485913-tvorcheskii-direktor-helldivers-2-o-mikrotranzakciyah-nuzhno-zarabotat-pravo-na-monetizaciyu?comment=35612505","https://dtf.ru/gameindustry/2485913-tvorcheskii-direktor-helldivers-2-o-mikrotranzakciyah-nuzhno-zarabotat-pravo-na-monetizaciyu","2024-02-12T08:09:20.000Z","verified","2026-07-24","true"
"Helldivers 2","steam_553850","35609571","https://dtf.ru/gameindustry/2485913-tvorcheskii-direktor-helldivers-2-o-mikrotranzakciyah-nuzhno-zarabotat-pravo-na-monetizaciyu?comment=35609571","https://dtf.ru/gameindustry/2485913-tvorcheskii-direktor-helldivers-2-o-mikrotranzakciyah-nuzhno-zarabotat-pravo-na-monetizaciyu","2024-02-12T06:45:02.000Z","verified","2026-07-24","true"
"Helldivers 2","steam_553850","35610262","https://dtf.ru/gameindustry/2485913-tvorcheskii-direktor-helldivers-2-o-mikrotranzakciyah-nuzhno-zarabotat-pravo-na-monetizaciyu?comment=35610262","https://dtf.ru/gameindustry/2485913-tvorcheskii-direktor-helldivers-2-o-mikrotranzakciyah-nuzhno-zarabotat-pravo-na-monetizaciyu","2024-02-12T07:04:04.000Z","verified","2026-07-24","true"
"Helldivers 2","steam_553850","47010170","https://dtf.ru/games/3313141-igra-goda-4-mesto-helldivers-2?comment=47010170","https://dtf.ru/games/3313141-igra-goda-4-mesto-helldivers-2","2024-12-26T08:44:12.000Z","verified","2026-07-24","false"
"Helldivers 2","steam_553850","46977064","https://dtf.ru/games/3313141-igra-goda-4-mesto-helldivers-2?comment=46977064","https://dtf.ru/games/3313141-igra-goda-4-mesto-helldivers-2","2024-12-25T11:04:24.000Z","verified","2026-07-24","false"
"Helldivers 2","steam_553850","36563406","https://dtf.ru/games/2539219-avtorov-helldivers-2-raskritikovali-za-vyskazyvanie-odnogo-iz-razrabotchikov-on-negativno-otreagiroval-na-zamechaniya-igrokov?comment=36563406","https://dtf.ru/games/2539219-avtorov-helldivers-2-raskritikovali-za-vyskazyvanie-odnogo-iz-razrabotchikov-on-negativno-otreagiroval-na-zamechaniya-igrokov","2024-03-07T19:01:32.000Z","verified","2026-07-24","false"
"Dragon Age: На страже Завесы","steam_1845910","45824815","https://dtf.ru/granger/3213656-analitik-startovye-pokazateli-dragon-age-the-veilguard-v-ssha-okazalis-horoshimi-no-ne-vydayushimisya?comment=45824815","https://dtf.ru/granger/3213656-analitik-startovye-pokazateli-dragon-age-the-veilguard-v-ssha-okazalis-horoshimi-no-ne-vydayushimisya","2024-11-23T18:11:03.000Z","verified","2026-07-24","true"
"Dragon Age: На страже Завесы","steam_1845910","44839170","https://dtf.ru/granger/3124745-otlichnaya-rpg-ocenki-dragon-age-the-veilguard-84-balla-iz-100-na-metacritic?comment=44839170","https://dtf.ru/granger/3124745-otlichnaya-rpg-ocenki-dragon-age-the-veilguard-84-balla-iz-100-na-metacritic","2024-10-28T15:18:40.000Z","verified","2026-07-24","true"
"Dragon Age: На страже Завесы","steam_1845910","44838890","https://dtf.ru/granger/3124745-otlichnaya-rpg-ocenki-dragon-age-the-veilguard-84-balla-iz-100-na-metacritic?comment=44838890","https://dtf.ru/granger/3124745-otlichnaya-rpg-ocenki-dragon-age-the-veilguard-84-balla-iz-100-na-metacritic","2024-10-28T15:13:51.000Z","verified","2026-07-24","true"
"Dragon Age: На страже Завесы","steam_1845910","52869368","https://dtf.ru/granger/3825001-proval-dragon-age-the-veilguard?comment=52869368","https://dtf.ru/granger/3825001-proval-dragon-age-the-veilguard","2025-06-11T16:55:03.000Z","verified","2026-07-24","true"
"Dragon Age: На страже Завесы","steam_1845910","39712956","https://dtf.ru/granger/2739414-mnogo-ekshena-romany-so-vsemi-sputnikami-i-prorabotannyi-pobochnyi-kontent-glavnoe-iz-prevyu-dragon-age-the-veilguard?comment=39712956","https://dtf.ru/granger/2739414-mnogo-ekshena-romany-so-vsemi-sputnikami-i-prorabotannyi-pobochnyi-kontent-glavnoe-iz-prevyu-dragon-age-the-veilguard","2024-06-11T17:59:04.000Z","verified","2026-07-24","true"
"Dragon Age: На страже Завесы","steam_1845910","52865534","https://dtf.ru/granger/3825001-proval-dragon-age-the-veilguard?comment=52865534","https://dtf.ru/granger/3825001-proval-dragon-age-the-veilguard","2025-06-11T15:13:19.000Z","verified","2026-07-24","true"
"Dragon Age: На страже Завесы","steam_1845910","52867215","https://dtf.ru/granger/3825001-proval-dragon-age-the-veilguard?comment=52867215","https://dtf.ru/granger/3825001-proval-dragon-age-the-veilguard","2025-06-11T15:59:30.000Z","verified","2026-07-24","false"
"Dragon Age: На страже Завесы","steam_1845910","46256293","https://dtf.ru/games/3252260-proshel-do-konca-dragon-age-the-veilguard?comment=46256293","https://dtf.ru/games/3252260-proshel-do-konca-dragon-age-the-veilguard","2024-12-05T07:44:39.000Z","verified","2026-07-24","false"
"Dragon Age: На страже Завесы","steam_1845910","39712797","https://dtf.ru/granger/2739414-mnogo-ekshena-romany-so-vsemi-sputnikami-i-prorabotannyi-pobochnyi-kontent-glavnoe-iz-prevyu-dragon-age-the-veilguard?comment=39712797","https://dtf.ru/granger/2739414-mnogo-ekshena-romany-so-vsemi-sputnikami-i-prorabotannyi-pobochnyi-kontent-glavnoe-iz-prevyu-dragon-age-the-veilguard","2024-06-11T17:54:18.000Z","verified","2026-07-24","false"
"S.T.A.L.K.E.R. 2: Сердце Чернобыля","steam_1643320","41833201","https://dtf.ru/granger/2902197-krasoty-zony-35-vidov-oruzhiya-i-svoboda-geimplei-i-detali-stalker-2?comment=41833201","https://dtf.ru/granger/2902197-krasoty-zony-35-vidov-oruzhiya-i-svoboda-geimplei-i-detali-stalker-2","2024-08-12T16:17:31.000Z","verified","2026-07-24","true"
"S.T.A.L.K.E.R. 2: Сердце Чернобыля","steam_1643320","41172265","https://dtf.ru/id63086/2846601-stalker-2-heart-of-chornobyl-perenesli-na-20-noyabrya?comment=41172265","https://dtf.ru/id63086/2846601-stalker-2-heart-of-chornobyl-perenesli-na-20-noyabrya","2024-07-25T11:47:06.000Z","verified","2026-07-24","true"
"S.T.A.L.K.E.R. 2: Сердце Чернобыля","steam_1643320","41836150","https://dtf.ru/granger/2902197-krasoty-zony-35-vidov-oruzhiya-i-svoboda-geimplei-i-detali-stalker-2?comment=41836150","https://dtf.ru/granger/2902197-krasoty-zony-35-vidov-oruzhiya-i-svoboda-geimplei-i-detali-stalker-2","2024-08-12T17:28:13.000Z","verified","2026-07-24","true"
"S.T.A.L.K.E.R. 2: Сердце Чернобыля","steam_1643320","41172128","https://dtf.ru/id63086/2846601-stalker-2-heart-of-chornobyl-perenesli-na-20-noyabrya?comment=41172128","https://dtf.ru/id63086/2846601-stalker-2-heart-of-chornobyl-perenesli-na-20-noyabrya","2024-07-25T11:44:48.000Z","verified","2026-07-24","true"
"S.T.A.L.K.E.R. 2: Сердце Чернобыля","steam_1643320","41832794","https://dtf.ru/granger/2902197-krasoty-zony-35-vidov-oruzhiya-i-svoboda-geimplei-i-detali-stalker-2?comment=41832794","https://dtf.ru/granger/2902197-krasoty-zony-35-vidov-oruzhiya-i-svoboda-geimplei-i-detali-stalker-2","2024-08-12T16:05:38.000Z","verified","2026-07-24","true"
"S.T.A.L.K.E.R. 2: Сердце Чернобыля","steam_1643320","41172348","https://dtf.ru/id63086/2846601-stalker-2-heart-of-chornobyl-perenesli-na-20-noyabrya?comment=41172348","https://dtf.ru/id63086/2846601-stalker-2-heart-of-chornobyl-perenesli-na-20-noyabrya","2024-07-25T11:48:51.000Z","verified","2026-07-24","true"
"S.T.A.L.K.E.R. 2: Сердце Чернобыля","steam_1643320","41836248","https://dtf.ru/granger/2902197-krasoty-zony-35-vidov-oruzhiya-i-svoboda-geimplei-i-detali-stalker-2?comment=41836248","https://dtf.ru/granger/2902197-krasoty-zony-35-vidov-oruzhiya-i-svoboda-geimplei-i-detali-stalker-2","2024-08-12T17:30:55.000Z","verified","2026-07-24","false"
"S.T.A.L.K.E.R. 2: Сердце Чернобыля","steam_1643320","41171852","https://dtf.ru/id63086/2846601-stalker-2-heart-of-chornobyl-perenesli-na-20-noyabrya?comment=41171852","https://dtf.ru/id63086/2846601-stalker-2-heart-of-chornobyl-perenesli-na-20-noyabrya","2024-07-25T11:39:47.000Z","verified","2026-07-24","false"
"Assassin’s Creed Shadows","steam_3159330","38830563","https://dtf.ru/games/2681282-dlya-assasina-ego-dospehi-slishkom-uzh-blestyashie-kak-v-seti-ocenili-treilery-assassins-creed-shadows?comment=38830563","https://dtf.ru/games/2681282-dlya-assasina-ego-dospehi-slishkom-uzh-blestyashie-kak-v-seti-ocenili-treilery-assassins-creed-shadows","2024-05-15T21:31:10.000Z","verified","2026-07-24","true"
"Assassin’s Creed Shadows","steam_3159330","38829964","https://dtf.ru/games/2681282-dlya-assasina-ego-dospehi-slishkom-uzh-blestyashie-kak-v-seti-ocenili-treilery-assassins-creed-shadows?comment=38829964","https://dtf.ru/games/2681282-dlya-assasina-ego-dospehi-slishkom-uzh-blestyashie-kak-v-seti-ocenili-treilery-assassins-creed-shadows","2024-05-15T21:06:15.000Z","verified","2026-07-24","true"
"Assassin’s Creed Shadows","steam_3159330","49933571","https://dtf.ru/games/3647115-luchshaya-igra-serii-za-10-let-ocenki-assassins-creed-shadows-82-balla-iz-100?comment=49933571","https://dtf.ru/games/3647115-luchshaya-igra-serii-za-10-let-ocenki-assassins-creed-shadows-82-balla-iz-100","2025-03-18T17:12:32.000Z","verified","2026-07-24","true"
"Assassin’s Creed Shadows","steam_3159330","38820195","https://dtf.ru/games/2680712-pervyi-treiler-assassins-creed-shadows-v-igre-budet-dva-glavnyh-geroya?comment=38820195","https://dtf.ru/games/2680712-pervyi-treiler-assassins-creed-shadows-v-igre-budet-dva-glavnyh-geroya","2024-05-15T16:08:16.000Z","verified","2026-07-24","true"
"Assassin’s Creed Shadows","steam_3159330","49968890","https://dtf.ru/games/3649171-yaponskie-vlasti-osudili-razrushenie-svyatilish-v-assassins-creed-shadows-ubisoft-vse-ispravit?comment=49968890","https://dtf.ru/games/3649171-yaponskie-vlasti-osudili-razrushenie-svyatilish-v-assassins-creed-shadows-ubisoft-vse-ispravit","2025-03-19T15:47:51.000Z","verified","2026-07-24","true"
"Assassin’s Creed Shadows","steam_3159330","49968914","https://dtf.ru/games/3649171-yaponskie-vlasti-osudili-razrushenie-svyatilish-v-assassins-creed-shadows-ubisoft-vse-ispravit?comment=49968914","https://dtf.ru/games/3649171-yaponskie-vlasti-osudili-razrushenie-svyatilish-v-assassins-creed-shadows-ubisoft-vse-ispravit","2025-03-19T15:48:31.000Z","verified","2026-07-24","true"
"Assassin’s Creed Shadows","steam_3159330","50013114","https://dtf.ru/games/3651529-assassins-creed-shadows-startovala-s-ochen-polozhitelnymi-otzyvami-v-steam-onlain-prevysil-40-tysyach?comment=50013114","https://dtf.ru/games/3651529-assassins-creed-shadows-startovala-s-ochen-polozhitelnymi-otzyvami-v-steam-onlain-prevysil-40-tysyach","2025-03-20T18:31:33.000Z","verified","2026-07-24","false"
"Assassin’s Creed Shadows","steam_3159330","50215601","https://dtf.ru/life/3663489-ubisoft-otvetila-ilonu-masku-assassins-creed-shadows?comment=50215601","https://dtf.ru/life/3663489-ubisoft-otvetila-ilonu-masku-assassins-creed-shadows","2025-03-26T15:13:02.000Z","verified","2026-07-24","false"
"Assassin’s Creed Shadows","steam_3159330","51499999","https://dtf.ru/games/3743585-ubisoft-novye-igry-assassins-creed?comment=51499999","https://dtf.ru/games/3743585-ubisoft-novye-igry-assassins-creed","2025-05-03T11:30:51.000Z","verified","2026-07-24","false"
"Kingdom Come: Deliverance II","steam_1771300","48569456","https://dtf.ru/games/3480219-kingdom-come-deliverance-ii-eto-kakoi-to-ad?comment=48569456","https://dtf.ru/games/3480219-kingdom-come-deliverance-ii-eto-kakoi-to-ad","2025-02-06T19:36:39.000Z","verified","2026-07-24","true"
"Kingdom Come: Deliverance II","steam_1771300","37943404","https://dtf.ru/games/2624804-sostoyalsya-anons-kingdom-come-deliverance-ii-treiler-i-skrinshoty?comment=37943404","https://dtf.ru/games/2624804-sostoyalsya-anons-kingdom-come-deliverance-ii-treiler-i-skrinshoty","2024-04-18T18:19:38.000Z","verified","2026-07-24","true"
"Kingdom Come: Deliverance II","steam_1771300","48607986","https://dtf.ru/games/3480219-kingdom-come-deliverance-ii-eto-kakoi-to-ad?comment=48607986","https://dtf.ru/games/3480219-kingdom-come-deliverance-ii-eto-kakoi-to-ad","2025-02-07T20:36:21.000Z","verified","2026-07-24","true"
"Kingdom Come: Deliverance II","steam_1771300","47554944","https://dtf.ru/games/3379112-masshtabno-krasivo-i-smelo-glavnoe-iz-prevyu-kingdom-come-deliverance-ii?comment=47554944","https://dtf.ru/games/3379112-masshtabno-krasivo-i-smelo-glavnoe-iz-prevyu-kingdom-come-deliverance-ii","2025-01-10T17:26:04.000Z","verified","2026-07-24","true"
"Kingdom Come: Deliverance II","steam_1771300","48568944","https://dtf.ru/games/3480219-kingdom-come-deliverance-ii-eto-kakoi-to-ad?comment=48568944","https://dtf.ru/games/3480219-kingdom-come-deliverance-ii-eto-kakoi-to-ad","2025-02-06T19:18:09.000Z","verified","2026-07-24","true"
"Kingdom Come: Deliverance II","steam_1771300","37943358","https://dtf.ru/games/2624804-sostoyalsya-anons-kingdom-come-deliverance-ii-treiler-i-skrinshoty?comment=37943358","https://dtf.ru/games/2624804-sostoyalsya-anons-kingdom-come-deliverance-ii-treiler-i-skrinshoty","2024-04-18T18:17:55.000Z","verified","2026-07-24","true"
"Kingdom Come: Deliverance II","steam_1771300","37943403","https://dtf.ru/games/2624804-sostoyalsya-anons-kingdom-come-deliverance-ii-treiler-i-skrinshoty?comment=37943403","https://dtf.ru/games/2624804-sostoyalsya-anons-kingdom-come-deliverance-ii-treiler-i-skrinshoty","2024-04-18T18:19:37.000Z","verified","2026-07-24","false"
"Kingdom Come: Deliverance II","steam_1771300","47556375","https://dtf.ru/games/3379112-masshtabno-krasivo-i-smelo-glavnoe-iz-prevyu-kingdom-come-deliverance-ii?comment=47556375","https://dtf.ru/games/3379112-masshtabno-krasivo-i-smelo-glavnoe-iz-prevyu-kingdom-come-deliverance-ii","2025-01-10T18:01:31.000Z","verified","2026-07-24","false"
"Kingdom Come: Deliverance II","steam_1771300","47556802","https://dtf.ru/games/3379112-masshtabno-krasivo-i-smelo-glavnoe-iz-prevyu-kingdom-come-deliverance-ii?comment=47556802","https://dtf.ru/games/3379112-masshtabno-krasivo-i-smelo-glavnoe-iz-prevyu-kingdom-come-deliverance-ii","2025-01-10T18:12:07.000Z","verified","2026-07-24","false"
"Clair Obscur: Expedition 33","steam_1903340","53222602","https://dtf.ru/games/3847582-sozdanie-clair-obscur-expedition-33?comment=53222602","https://dtf.ru/games/3847582-sozdanie-clair-obscur-expedition-33","2025-06-21T15:28:31.000Z","verified","2026-07-24","true"
"Clair Obscur: Expedition 33","steam_1903340","53094996","https://dtf.ru/games/3840067-obzor-igry-clair-obscur-expedition-33?comment=53094996","https://dtf.ru/games/3840067-obzor-igry-clair-obscur-expedition-33","2025-06-18T10:19:53.000Z","verified","2026-07-24","true"
"Clair Obscur: Expedition 33","steam_1903340","53496290","https://dtf.ru/games/3864575-metacritic-luchshie-igry-2025?comment=53496290","https://dtf.ru/games/3864575-metacritic-luchshie-igry-2025","2025-06-29T11:00:12.000Z","verified","2026-07-24","true"
"Clair Obscur: Expedition 33","steam_1903340","59763287","https://dtf.ru/flood/4610181-innovatsii-jrpg-v-clair-obscur-expedition-33?comment=59763287","https://dtf.ru/flood/4610181-innovatsii-jrpg-v-clair-obscur-expedition-33","2026-01-02T16:16:34.000Z","verified","2026-07-24","true"
"Clair Obscur: Expedition 33","steam_1903340","53497326","https://dtf.ru/games/3864575-metacritic-luchshie-igry-2025?comment=53497326","https://dtf.ru/games/3864575-metacritic-luchshie-igry-2025","2025-06-29T11:28:44.000Z","verified","2026-07-24","true"
"Clair Obscur: Expedition 33","steam_1903340","51416942","https://dtf.ru/hard/3737714-testirovanie-expedition-33-v-digital-foundry?comment=51416942","https://dtf.ru/hard/3737714-testirovanie-expedition-33-v-digital-foundry","2025-04-30T14:55:29.000Z","verified","2026-07-24","true"
"Clair Obscur: Expedition 33","steam_1903340","51581637","https://dtf.ru/gameindustry/3748435-syuhei-yoshida-clair-obscur-expedition-33?comment=51581637","https://dtf.ru/gameindustry/3748435-syuhei-yoshida-clair-obscur-expedition-33","2025-05-05T19:53:13.000Z","verified","2026-07-24","false"
"Clair Obscur: Expedition 33","steam_1903340","59763461","https://dtf.ru/flood/4610181-innovatsii-jrpg-v-clair-obscur-expedition-33?comment=59763461","https://dtf.ru/flood/4610181-innovatsii-jrpg-v-clair-obscur-expedition-33","2026-01-02T16:21:51.000Z","verified","2026-07-24","false"
"Clair Obscur: Expedition 33","steam_1903340","59761086","https://dtf.ru/flood/4610181-innovatsii-jrpg-v-clair-obscur-expedition-33?comment=59761086","https://dtf.ru/flood/4610181-innovatsii-jrpg-v-clair-obscur-expedition-33","2026-01-02T15:07:34.000Z","verified","2026-07-24","false"
